master_position,instance_id,instance_text
,,
01:03:28:008,spa:01:03:28:006,conmigo
,,
01:03:28:009,spa:01:03:28:007,y
01:03:28:010,spa:01:03:28:008,también
01:03:28:011,spa:01:03:28:009,con
01:03:28:012,spa:01:03:28:010,mi padre
,spa:01:03:28:011,;
01:03:28:013,spa:01:03:28:012,y
01:03:28:014,spa:01:03:28:013,lo mismo
01:03:28:015,spa:01:03:28:014,hizo
01:03:28:016,spa:01:03:28:015,Lemuel
,spa:01:03:28:016,","
01:03:28:017,spa:01:03:28:017,porque
01:03:28:018,spa:01:03:28:018,se dejó llevar por
01:03:28:019,spa:01:03:28:019,las palabras
01:03:28:020,spa:01:03:28:020,de
01:03:28:021,spa:01:03:28:021,Lamán
,spa:01:03:28:022,.
01:03:28:022,spa:01:03:28:023,Por tanto
,spa:01:03:28:024,","
01:03:28:023,spa:01:03:28:025,Lamán
01:03:28:024,spa:01:03:28:026,y
01:03:28:025,spa:01:03:28:027,Lemuel
01:03:28:026,spa:01:03:28:028,nos hablaron
01:03:28:027,spa:01:03:28:029,muchas
01:03:28:028,spa:01:03:28:031,ásperas
01:03:28:029,spa:01:03:28:030,palabras
01:03:28:030,spa:01:03:28:032,a
01:03:28:031,spa:01:03:28:033,nosotros
,spa:01:03:28:034,","
01:03:28:032,spa:01:03:28:035,sus
01:03:28:033,spa:01:03:28:037,menores
01:03:28:034,spa:01:03:28:036,hermanos
,spa:01:03:28:038,","
01:03:28:035,spa:01:03:28:039,y
01:03:28:036,spa:01:03:28:040,nos golpearon
01:03:28:037,spa:01:03:28:041,hasta
01:03:28:038,spa:01:03:28:042,con
01:03:28:039,spa:01:03:28:043,una vara
,spa:01:03:28:044,.
01:03:29:001,spa:01:03:29:001,Y
01:03:29:002,spa:01:03:29:002,sucedió que
01:03:29:003,spa:01:03:29:003,mientras
01:03:29:004,spa:01:03:29:004,nos golpeaban
01:03:29:005,spa:01:03:29:005,con
01:03:29:006,spa:01:03:29:006,la vara
,spa:01:03:29:007,","
01:03:29:007,spa:01:03:29:008,he aquí
,spa:01:03:29:009,","
01:03:29:008,spa:01:03:29:010,un ángel
,,
01:03:29:010,spa:01:03:29:011,del Señor
01:03:29:011,spa:01:03:29:012,vino
01:03:29:012,spa:01:03:29:013,y
01:03:29:013,spa:01:03:29:014,se puso
01:03:29:014,spa:01:03:29:015,ante
01:03:29:015,spa:01:03:29:016,ellos
,spa:01:03:29:017,","
01:03:29:016,spa:01:03:29:018,y
01:03:29:017,spa:01:03:29:019,les habló
,spa:01:03:29:020,","
01:03:29:018,spa:01:03:29:021,diciendo
,spa:01:03:29:022,:
,spa:01:03:29:023,¿
01:03:29:019,spa:01:03:29:024,Por qué
01:03:29:020,spa:01:03:29:025,golpeáis
01:03:29:021,spa:01:03:29:026,a vuestro
01:03:29:022,spa:01:03:29:028,menor
01:03:29:023,spa:01:03:29:027,hermano
01:03:29:024,spa:01:03:29:030,con
01:03:29:025,spa:01:03:29:031,una vara
,spa:01:03:29:032,?
,spa:01:03:29:033,¿
01:03:29:026,spa:01:03:29:034,No sabéis
01:03:29:027,spa:01:03:29:035,que
01:03:29:028,spa:01:03:29:036,el Señor
01:03:29:029,spa:01:03:29:037,lo ha escogido
01:03:29:030,spa:01:03:29:038,para
01:03:29:031,spa:01:03:29:039,ser
01:03:29:032,spa:01:03:29:040,gobernante
01:03:29:033,spa:01:03:29:041,sobre
01:03:29:034,spa:01:03:29:042,vosotros
,spa:01:03:29:043,","
01:03:29:035,spa:01:03:29:044,y
01:03:29:036,spa:01:03:29:045,esto
01:03:29:037,spa:01:03:29:046,a causa de
01:03:29:038,spa:01:03:29:047,vuestras iniquidades
,spa:01:03:29:048,?
01:03:29:039,spa:01:03:29:049,He aquí
,spa:01:03:29:050,","
01:03:29:040,spa:01:03:29:051,subiréis
01:03:29:041,spa:01:03:29:052,a
01:03:29:042,spa:01:03:29:053,Jerusalén
01:03:29:043,spa:01:03:29:054,de nuevo
,,
01:03:29:044,spa:01:03:29:055,y
01:03:29:045,spa:01:03:29:056,el Señor
01:03:29:046,spa:01:03:29:057,entregará
01:03:29:047,spa:01:03:29:058,a Labán
01:03:29:048,spa:01:03:29:059,en
01:03:29:049,spa:01:03:29:060,vuestras manos
,spa:01:03:29:061,.
01:03:30:001,spa:01:03:30:001,Y
01:03:30:002,spa:01:03:30:002,luego que
01:03:30:003,spa:01:03:30:003,el ángel
,spa:01:03:30:005,","
01:03:30:004,spa:01:03:30:004,nos hubo hablado
,,
01:03:30:005,spa:01:03:30:006,se fue
,spa:01:03:30:007,.
01:03:31:001,spa:01:03:31:001,Y
01:03:31:002,spa:01:03:31:002,después que
01:03:31:003,spa:01:03:31:003,el ángel
01:03:31:004,spa:01:03:31:004,hubo partido
,spa:01:03:31:005,","
01:03:31:005,spa:01:03:31:006,Lamán
01:03:31:006,spa:01:03:31:007,y
01:03:31:007,spa:01:03:31:008,Lemuel
01:03:31:008,spa:01:03:31:009,otra vez
01:03:31:009,spa:01:03:31:010,empezaron
01:03:31:010,spa:01:03:31:011,a
01:03:31:011,spa:01:03:31:012,murmurar
,spa:01:03:31:013,","
01:03:31:012,spa:01:03:31:014,diciendo
,spa:01:03:31:015,:
,spa:01:03:31:016,¿
01:03:31:013,spa:01:03:31:017,Cómo
01:03:31:014,spa:01:03:31:018,es
01:03:31:015,spa:01:03:31:019,posible
01:03:31:016,spa:01:03:31:020,que
01:03:31:017,spa:01:03:31:021,el Señor
01:03:31:018,spa:01:03:31:022,entregue
01:03:31:019,spa:01:03:31:023,a Labán
01:03:31:020,spa:01:03:31:024,en
01:03:31:021,spa:01:03:31:025,nuestras manos
,spa:01:03:31:026,?
01:03:31:022,spa:01:03:31:027,He aquí
,spa:01:03:31:028,","
01:03:31:023,spa:01:03:31:029,es
01:03:31:024,spa:01:03:31:030,un
01:03:31:025,spa:01:03:31:031,poderoso
01:03:31:026,spa:01:03:31:032,hombre
,spa:01:03:31:033,","
01:03:31:027,spa:01:03:31:034,y
01:03:31:028,spa:01:03:31:035,puede mandar
01:03:31:029,spa:01:03:31:036,a cincuenta
,spa:01:03:31:037,","
01:03:31:030,spa:01:03:31:038,sí
,spa:01:03:31:039,","
01:03:31:031,spa:01:03:31:040,y aun
01:03:31:032,spa:01:03:31:041,puede matar
01:03:31:033,spa:01:03:31:042,a cincuenta
,spa:01:03:31:043,;
01:03:31:034,spa:01:03:31:044,luego
,spa:01:03:31:045,","
,spa:01:03:31:046,¿
01:03:31:035,spa:01:03:31:047,por qué
01:03:31:036,spa:01:03:31:048,no
01:03:31:037,spa:01:03:31:049,a nosotros
,spa:01:03:31:050,?
