master_position,instance_id,instance_text
01:01:18:027,eng:01:01:18:034,prophesy
01:01:18:028,eng:01:01:18:035,and
01:01:18:029,eng:01:01:18:036,to
01:01:18:030,eng:01:01:18:037,declare
01:01:18:031,eng:01:01:18:038,unto
01:01:18:032,eng:01:01:18:039,them
01:01:18:033,eng:01:01:18:040,concerning
01:01:18:034,eng:01:01:18:041,the things
01:01:18:035,eng:01:01:18:042,which
01:01:18:036,eng:01:01:18:043,he had
01:01:18:037,eng:01:01:18:044,both
01:01:18:038,eng:01:01:18:045,seen
01:01:18:039,eng:01:01:18:046,and
01:01:18:040,eng:01:01:18:047,heard
00:00:00:001,eng:01:01:18:048,.
01:01:19:001,eng:01:01:19:001,And
01:01:19:002,eng:01:01:19:002,it came to pass
01:01:19:003,eng:01:01:19:003,that
01:01:19:004,eng:01:01:19:004,the Jews
01:01:19:005,eng:01:01:19:005,did mock him
01:01:19:006,eng:01:01:19:006,because
01:01:19:007,eng:01:01:19:007,of
01:01:19:008,eng:01:01:19:008,the things
01:01:19:009,eng:01:01:19:009,which
01:01:19:010,eng:01:01:19:010,he testified
01:01:19:011,eng:01:01:19:011,of
01:01:19:012,eng:01:01:19:012,them
00:00:00:001,eng:01:01:19:013,;
01:01:19:013,eng:01:01:19:014,for
01:01:19:014,eng:01:01:19:015,he
01:01:19:015,eng:01:01:19:016,truly
01:01:19:016,eng:01:01:19:017,testified
01:01:19:017,eng:01:01:19:018,of
01:01:19:018,eng:01:01:19:019,their wickedness
01:01:19:019,eng:01:01:19:020,and
01:01:19:020,eng:01:01:19:021,their abominations
00:00:00:001,eng:01:01:19:022,;
01:01:19:021,eng:01:01:19:023,and
01:01:19:022,eng:01:01:19:024,he testified
01:01:19:023,eng:01:01:19:025,that
01:01:19:024,eng:01:01:19:026,the things
01:01:19:025,eng:01:01:19:027,which
01:01:19:026,eng:01:01:19:028,he saw
01:01:19:027,eng:01:01:19:029,and
01:01:19:028,eng:01:01:19:030,heard
00:00:00:001,eng:01:01:19:031,","
01:01:19:029,eng:01:01:19:032,and
01:01:19:030,eng:01:01:19:033,also
01:01:19:031,eng:01:01:19:034,the things
01:01:19:032,eng:01:01:19:035,which
01:01:19:033,eng:01:01:19:036,he read
01:01:19:034,eng:01:01:19:037,in
01:01:19:035,eng:01:01:19:038,the book
00:00:00:001,eng:01:01:19:039,","
01:01:19:036,eng:01:01:19:040,manifested
01:01:19:037,eng:01:01:19:041,plainly
01:01:19:038,eng:01:01:19:042,of
01:01:19:039,eng:01:01:19:043,the coming
01:01:19:040,eng:01:01:19:044,of
01:01:19:041,eng:01:01:19:045,a Messiah
00:00:00:001,eng:01:01:19:046,","
01:01:19:042,eng:01:01:19:047,and
01:01:19:043,eng:01:01:19:048,also
01:01:19:044,eng:01:01:19:049,the redemption
01:01:19:045,eng:01:01:19:050,of
01:01:19:046,eng:01:01:19:051,the world
00:00:00:001,eng:01:01:19:052,.
01:01:20:001,eng:01:01:20:001,And
01:01:20:002,eng:01:01:20:002,when
01:01:20:003,eng:01:01:20:003,the Jews
01:01:20:004,eng:01:01:20:004,heard
01:01:20:005,eng:01:01:20:005,these things
01:01:20:006,eng:01:01:20:006,they were
01:01:20:007,eng:01:01:20:007,angry
01:01:20:008,eng:01:01:20:008,with
01:01:20:009,eng:01:01:20:009,him
00:00:00:001,eng:01:01:20:010,;
01:01:20:010,eng:01:01:20:011,yea
00:00:00:001,eng:01:01:20:012,","
01:01:20:011,eng:01:01:20:013,even
01:01:20:012,eng:01:01:20:014,as
01:01:20:013,eng:01:01:20:015,with
01:01:20:014,eng:01:01:20:016,the prophets
01:01:20:015,eng:01:01:20:017,of
01:01:20:016,eng:01:01:20:018,old
00:00:00:001,eng:01:01:20:019,","
01:01:20:017,eng:01:01:20:020,whom
01:01:20:018,eng:01:01:20:021,they had cast out
00:00:00:001,eng:01:01:20:022,","
01:01:20:019,eng:01:01:20:023,and
01:01:20:020,eng:01:01:20:024,stoned
00:00:00:001,eng:01:01:20:025,","
01:01:20:021,eng:01:01:20:026,and
01:01:20:022,eng:01:01:20:027,slain
00:00:00:001,eng:01:01:20:028,;
01:01:20:023,eng:01:01:20:029,and
01:01:20:024,eng:01:01:20:030,they
01:01:20:026,eng:01:01:20:032,sought
01:01:20:025,eng:01:01:20:031,also
01:01:20:029,eng:01:01:20:036,they might take it away
01:01:20:027,eng:01:01:20:033,his life
00:00:00:001,eng:01:01:20:034,","
01:01:20:028,eng:01:01:20:035,that
00:00:00:001,eng:01:01:20:037,.
01:01:20:030,eng:01:01:20:038,But
01:01:20:031,eng:01:01:20:039,behold
00:00:00:001,eng:01:01:20:040,","
01:01:20:032,eng:01:01:20:041,I
00:00:00:001,eng:01:01:20:042,","
01:01:20:033,eng:01:01:20:043,Nephi
00:00:00:001,eng:01:01:20:044,","
01:01:20:034,eng:01:01:20:045,will show unto you
01:01:20:035,eng:01:01:20:046,that
01:01:20:036,eng:01:01:20:047,the
01:01:20:037,eng:01:01:20:048,tender
01:01:20:038,eng:01:01:20:049,mercies
01:01:20:039,eng:01:01:20:050,of
01:01:20:040,eng:01:01:20:051,the Lord
01:01:20:041,eng:01:01:20:052,are
01:01:20:042,eng:01:01:20:053,over
01:01:20:043,eng:01:01:20:054,all
01:01:20:044,eng:01:01:20:055,those
01:01:20:045,eng:01:01:20:056,whom
01:01:20:047,eng:01:01:20:059,because
01:01:20:048,eng:01:01:20:060,of
01:01:20:049,eng:01:01:20:061,their faith
00:00:00:001,eng:01:01:20:062,","
01:01:20:046,eng:01:01:20:057,he hath chosen
00:00:00:001,eng:01:01:20:058,","
01:01:20:050,eng:01:01:20:063,to
01:01:20:051,eng:01:01:20:064,make
01:01:20:052,eng:01:01:20:065,them
01:01:20:053,eng:01:01:20:066,mighty
01:01:20:054,eng:01:01:20:067,even
01:01:20:055,eng:01:01:20:068,unto
01:01:20:056,eng:01:01:20:069,the power
01:01:20:057,eng:01:01:20:070,of
01:01:20:058,eng:01:01:20:071,deliverance
00:00:00:001,eng:01:01:20:072,.
